,Hostname,Application,Utilization(kb),Timestamp
1682,vdevice-host-name,dns,0.03,1/19/2019 5:00
1689,vdevice-host-name,dns,0.13,1/19/2019 5:05
1690,vdevice-host-name,https,3.39,1/19/2019 5:05
1694,vdevice-host-name,dns,0.3,1/19/2019 5:10
1696,vdevice-host-name,https,3.33,1/19/2019 5:10
1703,vdevice-host-name,https,1.86,1/19/2019 5:15
1706,vdevice-host-name,dns,0.3,1/19/2019 5:15
1710,vdevice-host-name,https,2.85,1/19/2019 5:20
1714,vdevice-host-name,dns,0.25,1/19/2019 5:20
1715,vdevice-host-name,https,2.87,1/19/2019 5:25
1716,vdevice-host-name,dns,0.48,1/19/2019 5:25
1722,vdevice-host-name,dns,0.33,1/19/2019 5:30
1724,vdevice-host-name,https,3.4,1/19/2019 5:30
1730,vdevice-host-name,https,2.87,1/19/2019 5:35
1731,vdevice-host-name,dns,0.14,1/19/2019 5:35
1736,vdevice-host-name,https,2.87,1/19/2019 5:40
1740,vdevice-host-name,dns,0.44,1/19/2019 5:40
1745,vdevice-host-name,dns,0.1,1/19/2019 5:45
1748,vdevice-host-name,https,2.88,1/19/2019 5:45
1751,vdevice-host-name,https,2.87,1/19/2019 5:50
1756,vdevice-host-name,dns,0.26,1/19/2019 5:50
1758,vdevice-host-name,dns,0.31,1/19/2019 5:55
1761,vdevice-host-name,https,3.43,1/19/2019 5:55
1764,vdevice-host-name,https,3.04,1/19/2019 6:00
1767,vdevice-host-name,dns,0.31,1/19/2019 6:00
1774,vdevice-host-name,dns,0.05,1/19/2019 6:05
1777,vdevice-host-name,https,2.86,1/19/2019 6:05
1778,vdevice-host-name,dns,0.29,1/19/2019 6:10
1779,vdevice-host-name,https,3.88,1/19/2019 6:10
1789,vdevice-host-name,https,2.41,1/19/2019 6:15
1791,vdevice-host-name,dns,0.3,1/19/2019 6:15
1793,vdevice-host-name,https,2.87,1/19/2019 6:20
1798,vdevice-host-name,dns,0.26,1/19/2019 6:20
1801,vdevice-host-name,dns,0.33,1/19/2019 6:25
1805,vdevice-host-name,https,3.87,1/19/2019 6:25
1809,vdevice-host-name,https,2.41,1/19/2019 6:30
1812,vdevice-host-name,dns,0.33,1/19/2019 6:30
1813,vdevice-host-name,dns,0.05,1/19/2019 6:35
1819,vdevice-host-name,https,2.87,1/19/2019 6:35
1820,vdevice-host-name,dns,0.31,1/19/2019 6:40
1821,vdevice-host-name,https,2.89,1/19/2019 6:40
1827,vdevice-host-name,https,2.85,1/19/2019 6:45
1829,vdevice-host-name,dns,0.26,1/19/2019 6:45
1834,vdevice-host-name,dns,0.27,1/19/2019 6:50
1839,vdevice-host-name,https,2.98,1/19/2019 6:50
1846,vdevice-host-name,https,3.4,1/19/2019 6:55
1847,vdevice-host-name,dns,0.07,1/19/2019 6:55
1848,vdevice-host-name,https,2.86,1/19/2019 7:00
1851,vdevice-host-name,dns,0.3,1/19/2019 7:00
1855,vdevice-host-name,https,2.85,1/19/2019 7:05
1858,vdevice-host-name,dns,0.16,1/19/2019 7:05
1862,vdevice-host-name,dns,0.25,1/19/2019 7:10
1868,vdevice-host-name,https,2.87,1/19/2019 7:10
1873,vdevice-host-name,https,2.88,1/19/2019 7:15
1874,vdevice-host-name,dns,0.32,1/19/2019 7:15
1877,vdevice-host-name,https,2.85,1/19/2019 7:20
1880,vdevice-host-name,dns,0.3,1/19/2019 7:20
1887,vdevice-host-name,dns,0.33,1/19/2019 7:25
1889,vdevice-host-name,https,2.87,1/19/2019 7:25
1893,vdevice-host-name,dns,0.4,1/19/2019 7:30
1895,vdevice-host-name,https,3.41,1/19/2019 7:30
1897,vdevice-host-name,dns,0.29,1/19/2019 7:35
1899,vdevice-host-name,https,2.34,1/19/2019 7:35
1906,vdevice-host-name,https,3.4,1/19/2019 7:40
1908,vdevice-host-name,dns,0.19,1/19/2019 7:40
1913,vdevice-host-name,https,2.87,1/19/2019 7:45
1915,vdevice-host-name,dns,0.32,1/19/2019 7:45
1918,vdevice-host-name,https,2.88,1/19/2019 7:50
1920,vdevice-host-name,dns,0.25,1/19/2019 7:50
1926,vdevice-host-name,dns,0.08,1/19/2019 7:55
1929,vdevice-host-name,https,2.85,1/19/2019 7:55
1932,vdevice-host-name,https,2.83,1/19/2019 8:00
1938,vdevice-host-name,dns,0.18,1/19/2019 8:00
1939,vdevice-host-name,https,3.41,1/19/2019 8:05
1940,vdevice-host-name,dns,0.21,1/19/2019 8:05
1949,vdevice-host-name,https,2.84,1/19/2019 8:10
1952,vdevice-host-name,dns,0.49,1/19/2019 8:10
1957,vdevice-host-name,https,2.39,1/19/2019 8:15
1959,vdevice-host-name,dns,0.34,1/19/2019 8:15
1960,vdevice-host-name,dns,0.06,1/19/2019 8:20
1964,vdevice-host-name,https,2.89,1/19/2019 8:20
1971,vdevice-host-name,dns,0.28,1/19/2019 8:25
1972,vdevice-host-name,https,2.84,1/19/2019 8:25
1975,vdevice-host-name,dns,0.25,1/19/2019 8:30
1980,vdevice-host-name,https,2.87,1/19/2019 8:30
1984,vdevice-host-name,https,3.35,1/19/2019 8:35
1985,vdevice-host-name,dns,0.32,1/19/2019 8:35
1990,vdevice-host-name,dns,0.07,1/19/2019 8:40
1994,vdevice-host-name,https,2.4,1/19/2019 8:40
1995,vdevice-host-name,https,3.37,1/19/2019 8:45
2001,vdevice-host-name,dns,0.33,1/19/2019 8:45
2004,vdevice-host-name,https,2.89,1/19/2019 8:50
2006,vdevice-host-name,dns,0.38,1/19/2019 8:50
2009,vdevice-host-name,https,2.88,1/19/2019 8:55
2011,vdevice-host-name,dns,0.18,1/19/2019 8:55
2019,vdevice-host-name,https,3.41,1/19/2019 9:00
2021,vdevice-host-name,dns,0.05,1/19/2019 9:00
2026,vdevice-host-name,https,2.33,1/19/2019 9:05
2027,vdevice-host-name,dns,0.23,1/19/2019 9:05
2030,vdevice-host-name,dns,0.23,1/19/2019 9:10
2032,vdevice-host-name,https,3.41,1/19/2019 9:10
2038,vdevice-host-name,dns,0.22,1/19/2019 9:15
2043,vdevice-host-name,https,2.87,1/19/2019 9:15
2045,vdevice-host-name,https,2.88,1/19/2019 9:20
2048,vdevice-host-name,dns,0.24,1/19/2019 9:20
2055,vdevice-host-name,dns,0.32,1/19/2019 9:25
2056,vdevice-host-name,https,2.88,1/19/2019 9:25
2059,vdevice-host-name,https,2.87,1/19/2019 9:30
2062,vdevice-host-name,dns,0.29,1/19/2019 9:30
2067,vdevice-host-name,dns,0.23,1/19/2019 9:35
2069,vdevice-host-name,https,3.41,1/19/2019 9:35
2074,vdevice-host-name,https,2.31,1/19/2019 9:40
2076,vdevice-host-name,dns,0.09,1/19/2019 9:40
2080,vdevice-host-name,https,2.85,1/19/2019 9:45
2085,vdevice-host-name,dns,0.23,1/19/2019 9:45
2091,vdevice-host-name,https,3.43,1/19/2019 9:50
2092,vdevice-host-name,dns,0.18,1/19/2019 9:50
2095,vdevice-host-name,dns,0.1,1/19/2019 9:55
2096,vdevice-host-name,https,2.88,1/19/2019 9:55
2101,vdevice-host-name,https,3.35,1/19/2019 10:00
2106,vdevice-host-name,dns,0.23,1/19/2019 10:00
2109,vdevice-host-name,https,2.41,1/19/2019 10:05
2112,vdevice-host-name,dns,0.14,1/19/2019 10:05
2117,vdevice-host-name,https,3.42,1/19/2019 10:10
2120,vdevice-host-name,dns,0.21,1/19/2019 10:10
2122,vdevice-host-name,dns,0.22,1/19/2019 10:15
2124,vdevice-host-name,https,2.87,1/19/2019 10:15
2133,vdevice-host-name,https,2.88,1/19/2019 10:20
2134,vdevice-host-name,dns,0.23,1/19/2019 10:20
2136,vdevice-host-name,https,2.88,1/19/2019 10:25
2137,vdevice-host-name,dns,0.36,1/19/2019 10:25
2145,vdevice-host-name,dns,0.1,1/19/2019 10:30
2148,vdevice-host-name,https,2.85,1/19/2019 10:30
2151,vdevice-host-name,dns,0.2,1/19/2019 10:35
2152,vdevice-host-name,https,2.88,1/19/2019 10:35
2156,vdevice-host-name,dns,0.03,1/19/2019 10:40
2159,vdevice-host-name,https,2.86,1/19/2019 10:40
2163,vdevice-host-name,https,2.88,1/19/2019 10:45
2167,vdevice-host-name,dns,0.27,1/19/2019 10:45
2170,vdevice-host-name,https,2.88,1/19/2019 10:50
2176,vdevice-host-name,dns,0.16,1/19/2019 10:50
2179,vdevice-host-name,https,2.88,1/19/2019 10:55
2180,vdevice-host-name,dns,0.11,1/19/2019 10:55
2184,vdevice-host-name,dns,0.14,1/19/2019 11:00
2186,vdevice-host-name,https,2.94,1/19/2019 11:00
2193,vdevice-host-name,dns,0.21,1/19/2019 11:05
2196,vdevice-host-name,https,2.87,1/19/2019 11:05
2200,vdevice-host-name,dns,0.21,1/19/2019 11:10
2203,vdevice-host-name,https,2.89,1/19/2019 11:10
2209,vdevice-host-name,dns,0.29,1/19/2019 11:15
2210,vdevice-host-name,https,3.42,1/19/2019 11:15
2212,vdevice-host-name,https,2.87,1/19/2019 11:20
2215,vdevice-host-name,dns,0.39,1/19/2019 11:20
2220,vdevice-host-name,dns,0.29,1/19/2019 11:25
2225,vdevice-host-name,https,2.85,1/19/2019 11:25
2229,vdevice-host-name,dns,0.33,1/19/2019 11:30
2230,vdevice-host-name,https,2.87,1/19/2019 11:30
2234,vdevice-host-name,https,2.88,1/19/2019 11:35
2238,vdevice-host-name,dns,0.23,1/19/2019 11:35
2242,vdevice-host-name,https,2.87,1/19/2019 11:40
2244,vdevice-host-name,dns,0.18,1/19/2019 11:40
2248,vdevice-host-name,dns,0.22,1/19/2019 11:45
2250,vdevice-host-name,https,3.39,1/19/2019 11:45
2255,vdevice-host-name,dns,0.26,1/19/2019 11:50
2256,vdevice-host-name,https,2.89,1/19/2019 11:50
2263,vdevice-host-name,https,2.84,1/19/2019 11:55
2264,vdevice-host-name,dns,0.33,1/19/2019 11:55
2268,vdevice-host-name,dns,0.12,1/19/2019 12:00
2269,vdevice-host-name,https,2.86,1/19/2019 12:00
2280,vdevice-host-name,https,2.88,1/19/2019 12:05
2281,vdevice-host-name,dns,0.14,1/19/2019 12:05
2285,vdevice-host-name,https,3.43,1/19/2019 12:10
2287,vdevice-host-name,dns,0.19,1/19/2019 12:10
2290,vdevice-host-name,dns,0.44,1/19/2019 12:15
2292,vdevice-host-name,https,2.89,1/19/2019 12:15
2298,vdevice-host-name,https,2.88,1/19/2019 12:20
2302,vdevice-host-name,dns,0.15,1/19/2019 12:20
2307,vdevice-host-name,dns,0.37,1/19/2019 12:25
2309,vdevice-host-name,https,2.38,1/19/2019 12:25
2311,vdevice-host-name,dns,0.41,1/19/2019 12:30
2315,vdevice-host-name,https,3.31,1/19/2019 12:30
2317,vdevice-host-name,dns,0.99,1/19/2019 12:35
2319,vdevice-host-name,https,2.39,1/19/2019 12:35
2328,vdevice-host-name,https,3.87,1/19/2019 12:40
2329,vdevice-host-name,dns,0.13,1/19/2019 12:40
2334,vdevice-host-name,https,2.4,1/19/2019 12:45
2337,vdevice-host-name,dns,0.43,1/19/2019 12:45
2339,vdevice-host-name,dns,0.19,1/19/2019 12:50
2344,vdevice-host-name,https,3.09,1/19/2019 12:50
2345,vdevice-host-name,https,2.88,1/19/2019 12:55
2351,vdevice-host-name,dns,0.1,1/19/2019 12:55
2353,vdevice-host-name,https,2.88,1/19/2019 13:00
2355,vdevice-host-name,dns,0.08,1/19/2019 13:00
2359,vdevice-host-name,dns,0.1,1/19/2019 13:05
2363,vdevice-host-name,https,2.86,1/19/2019 13:05
2366,vdevice-host-name,dns,0.12,1/19/2019 13:10
2369,vdevice-host-name,https,3.31,1/19/2019 13:10
2378,vdevice-host-name,dns,0.44,1/19/2019 13:15
2379,vdevice-host-name,https,2.4,1/19/2019 13:15
2381,vdevice-host-name,dns,0.13,1/19/2019 13:20
2386,vdevice-host-name,https,2.85,1/19/2019 13:20
2391,vdevice-host-name,https,3.62,1/19/2019 13:25
2392,vdevice-host-name,dns,0.36,1/19/2019 13:25
2394,vdevice-host-name,https,2.84,1/19/2019 13:30
2400,vdevice-host-name,dns,0.52,1/19/2019 13:30
2405,vdevice-host-name,dns,0.25,1/19/2019 13:35
2407,vdevice-host-name,https,2.88,1/19/2019 13:35
2409,vdevice-host-name,dns,0.21,1/19/2019 13:40
2414,vdevice-host-name,https,3.41,1/19/2019 13:40
2415,vdevice-host-name,dns,0.22,1/19/2019 13:45
2417,vdevice-host-name,https,2.88,1/19/2019 13:45
2427,vdevice-host-name,dns,0.18,1/19/2019 13:50
2428,vdevice-host-name,https,2.32,1/19/2019 13:50
2429,vdevice-host-name,https,3.42,1/19/2019 13:55
2432,vdevice-host-name,dns,0.17,1/19/2019 13:55
2438,vdevice-host-name,dns,0.21,1/19/2019 14:00
2440,vdevice-host-name,https,2.85,1/19/2019 14:00
2444,vdevice-host-name,https,2.86,1/19/2019 14:05
2447,vdevice-host-name,dns,0.16,1/19/2019 14:05
2453,vdevice-host-name,https,2.87,1/19/2019 14:10
2455,vdevice-host-name,dns,0.15,1/19/2019 14:10
2457,vdevice-host-name,dns,0.28,1/19/2019 14:15
2461,vdevice-host-name,https,2.87,1/19/2019 14:15
2464,vdevice-host-name,dns,0.1,1/19/2019 14:20
2469,vdevice-host-name,https,2.88,1/19/2019 14:20
2471,vdevice-host-name,dns,0.33,1/19/2019 14:25
2477,vdevice-host-name,https,2.94,1/19/2019 14:25
2478,vdevice-host-name,dns,0.21,1/19/2019 14:30
2482,vdevice-host-name,https,3.38,1/19/2019 14:30
2487,vdevice-host-name,dns,0.29,1/19/2019 14:35
2490,vdevice-host-name,https,2.87,1/19/2019 14:35
2494,vdevice-host-name,https,3.3,1/19/2019 14:40
2497,vdevice-host-name,dns,0.14,1/19/2019 14:40
2499,vdevice-host-name,dns,0.35,1/19/2019 14:45
2502,vdevice-host-name,https,2.98,1/19/2019 14:45
2506,vdevice-host-name,https,2.88,1/19/2019 14:50
2511,vdevice-host-name,dns,0.08,1/19/2019 14:50
2517,vdevice-host-name,dns,0.1,1/19/2019 14:55
2518,vdevice-host-name,https,2.89,1/19/2019 14:55
2522,vdevice-host-name,https,2.88,1/19/2019 15:00
2526,vdevice-host-name,dns,0.19,1/19/2019 15:00
2528,vdevice-host-name,https,3.43,1/19/2019 15:05
2530,vdevice-host-name,dns,0.07,1/19/2019 15:05
2537,vdevice-host-name,dns,0.16,1/19/2019 15:10
2539,vdevice-host-name,https,2.86,1/19/2019 15:10
2545,vdevice-host-name,dns,0.22,1/19/2019 15:15
2547,vdevice-host-name,https,2.88,1/19/2019 15:15
2553,vdevice-host-name,dns,0.05,1/19/2019 15:20
2554,vdevice-host-name,https,2.88,1/19/2019 15:20
2559,vdevice-host-name,dns,0.36,1/19/2019 15:25
2561,vdevice-host-name,https,2.89,1/19/2019 15:25
2562,vdevice-host-name,dns,0.04,1/19/2019 15:30
2567,vdevice-host-name,https,2.87,1/19/2019 15:30
2572,vdevice-host-name,dns,0.05,1/19/2019 15:35
2575,vdevice-host-name,https,2.86,1/19/2019 15:35
2577,vdevice-host-name,https,2.41,1/19/2019 15:40
2580,vdevice-host-name,dns,0.17,1/19/2019 15:40
2585,vdevice-host-name,dns,0.41,1/19/2019 15:45
2586,vdevice-host-name,https,2.87,1/19/2019 15:45
2590,vdevice-host-name,dns,0.05,1/19/2019 15:50
2591,vdevice-host-name,https,3.89,1/19/2019 15:50
2597,vdevice-host-name,https,1.86,1/19/2019 15:55
2601,vdevice-host-name,dns,0.1,1/19/2019 15:55
2609,vdevice-host-name,dns,0.17,1/19/2019 16:00
2610,vdevice-host-name,https,3.39,1/19/2019 16:00
2614,vdevice-host-name,dns,0.05,1/19/2019 16:05
2617,vdevice-host-name,https,3.35,1/19/2019 16:05
2620,vdevice-host-name,https,2.4,1/19/2019 16:10
2622,vdevice-host-name,dns,0.17,1/19/2019 16:10
2628,vdevice-host-name,https,3.39,1/19/2019 16:15
2630,vdevice-host-name,dns,0.31,1/19/2019 16:15
2636,vdevice-host-name,https,2.86,1/19/2019 16:20
2638,vdevice-host-name,dns,0.11,1/19/2019 16:20
2641,vdevice-host-name,https,2.85,1/19/2019 16:25
2643,vdevice-host-name,dns,0.29,1/19/2019 16:25
2648,vdevice-host-name,https,2.87,1/19/2019 16:30
2649,vdevice-host-name,dns,0.2,1/19/2019 16:30
2658,vdevice-host-name,dns,0.05,1/19/2019 16:35
2659,vdevice-host-name,https,2.89,1/19/2019 16:35
2663,vdevice-host-name,https,2.87,1/19/2019 16:40
2665,vdevice-host-name,dns,0.14,1/19/2019 16:40
2667,vdevice-host-name,https,2.86,1/19/2019 16:45
2673,vdevice-host-name,dns,0.28,1/19/2019 16:45
2676,vdevice-host-name,https,3.41,1/19/2019 16:50
2679,vdevice-host-name,dns,0.03,1/19/2019 16:50
2684,vdevice-host-name,https,2.85,1/19/2019 16:55
2686,vdevice-host-name,dns,0.16,1/19/2019 16:55
2688,vdevice-host-name,dns,0.11,1/19/2019 17:00
2690,vdevice-host-name,https,2.87,1/19/2019 17:00
2697,vdevice-host-name,dns,0.05,1/19/2019 17:05
2698,vdevice-host-name,https,2.87,1/19/2019 17:05
2702,vdevice-host-name,https,2.88,1/19/2019 17:10
2706,vdevice-host-name,dns,0.26,1/19/2019 17:10
2713,vdevice-host-name,https,3.39,1/19/2019 17:15
2715,vdevice-host-name,dns,0.29,1/19/2019 17:15
2717,vdevice-host-name,https,2.33,1/19/2019 17:20
2718,vdevice-host-name,dns,0.15,1/19/2019 17:20
2725,vdevice-host-name,dns,0.26,1/19/2019 17:25
2728,vdevice-host-name,https,3.4,1/19/2019 17:25
2730,vdevice-host-name,dns,0.27,1/19/2019 17:30
2736,vdevice-host-name,https,2.87,1/19/2019 17:30
2740,vdevice-host-name,dns,0.18,1/19/2019 17:35
2743,vdevice-host-name,https,2.88,1/19/2019 17:35
2746,vdevice-host-name,https,2.87,1/19/2019 17:40
2747,vdevice-host-name,dns,0.17,1/19/2019 17:40
2752,vdevice-host-name,https,2.87,1/19/2019 17:45
2756,vdevice-host-name,dns,0.22,1/19/2019 17:45
2758,vdevice-host-name,dns,0.18,1/19/2019 17:50
2764,vdevice-host-name,https,3.43,1/19/2019 17:50
2765,vdevice-host-name,https,2.88,1/19/2019 17:55
2769,vdevice-host-name,dns,0.28,1/19/2019 17:55
2773,vdevice-host-name,https,2.87,1/19/2019 18:00
2777,vdevice-host-name,dns,0.09,1/19/2019 18:00
2779,vdevice-host-name,https,2.85,1/19/2019 18:05
2782,vdevice-host-name,dns,0.07,1/19/2019 18:05
2786,vdevice-host-name,https,3.4,1/19/2019 18:10
2791,vdevice-host-name,dns,0.19,1/19/2019 18:10
2793,vdevice-host-name,dns,0.2,1/19/2019 18:15
2796,vdevice-host-name,https,2.33,1/19/2019 18:15
2800,vdevice-host-name,dns,0.2,1/19/2019 18:20
2803,vdevice-host-name,https,2.88,1/19/2019 18:20
2808,vdevice-host-name,dns,0.29,1/19/2019 18:25
2811,vdevice-host-name,https,2.87,1/19/2019 18:25
2818,vdevice-host-name,dns,0.13,1/19/2019 18:30
2819,vdevice-host-name,https,2.88,1/19/2019 18:30
2826,vdevice-host-name,https,2.85,1/19/2019 18:35
2827,vdevice-host-name,dns,0.07,1/19/2019 18:35
2828,vdevice-host-name,https,2.86,1/19/2019 18:40
2830,vdevice-host-name,dns,0.19,1/19/2019 18:40
2835,vdevice-host-name,https,2.87,1/19/2019 18:45
2837,vdevice-host-name,dns,0.22,1/19/2019 18:45
2846,vdevice-host-name,https,3.41,1/19/2019 18:50
2847,vdevice-host-name,dns,0.09,1/19/2019 18:50
2852,vdevice-host-name,https,2.86,1/19/2019 18:55
2854,vdevice-host-name,dns,0.12,1/19/2019 18:55
2856,vdevice-host-name,https,2.86,1/19/2019 19:00
2857,vdevice-host-name,dns,0.14,1/19/2019 19:00
2866,vdevice-host-name,https,2.88,1/19/2019 19:05
2869,vdevice-host-name,dns,0.18,1/19/2019 19:05
2871,vdevice-host-name,https,3.41,1/19/2019 19:10
2876,vdevice-host-name,dns,0.06,1/19/2019 19:10
2878,vdevice-host-name,dns,0.26,1/19/2019 19:15
2883,vdevice-host-name,https,2.88,1/19/2019 19:15
2884,vdevice-host-name,dns,1.09,1/19/2019 19:20
2890,vdevice-host-name,https,2.4,1/19/2019 19:20
2892,vdevice-host-name,dns,0.3,1/19/2019 19:25
2894,vdevice-host-name,https,3.3,1/19/2019 19:25
2899,vdevice-host-name,dns,0.24,1/19/2019 19:30
2903,vdevice-host-name,https,2.43,1/19/2019 19:30
2907,vdevice-host-name,https,2.86,1/19/2019 19:35
2911,vdevice-host-name,dns,0.13,1/19/2019 19:35
2917,vdevice-host-name,https,2.88,1/19/2019 19:40
2918,vdevice-host-name,dns,0.27,1/19/2019 19:40
2922,vdevice-host-name,dns,0.33,1/19/2019 19:45
2923,vdevice-host-name,https,2.87,1/19/2019 19:45
2928,vdevice-host-name,dns,0.06,1/19/2019 19:50
2931,vdevice-host-name,https,2.86,1/19/2019 19:50
2938,vdevice-host-name,dns,0.09,1/19/2019 19:55
2939,vdevice-host-name,https,2.88,1/19/2019 19:55
2943,vdevice-host-name,https,2.86,1/19/2019 20:00
2945,vdevice-host-name,dns,0.15,1/19/2019 20:00
2949,vdevice-host-name,https,2.87,1/19/2019 20:05
2950,vdevice-host-name,dns,0.04,1/19/2019 20:05
2957,vdevice-host-name,dns,0.18,1/19/2019 20:10
2959,vdevice-host-name,https,2.86,1/19/2019 20:10
2962,vdevice-host-name,dns,0.34,1/19/2019 20:15
2964,vdevice-host-name,https,2.87,1/19/2019 20:15
2972,vdevice-host-name,dns,0.07,1/19/2019 20:20
2974,vdevice-host-name,https,3.42,1/19/2019 20:20
2980,vdevice-host-name,https,2.33,1/19/2019 20:25
2981,vdevice-host-name,dns,0.34,1/19/2019 20:25
2984,vdevice-host-name,https,3.4,1/19/2019 20:30
2988,vdevice-host-name,dns,0.17,1/19/2019 20:30
2992,vdevice-host-name,https,2.89,1/19/2019 20:35
2995,vdevice-host-name,dns,0.16,1/19/2019 20:35
2998,vdevice-host-name,https,3.42,1/19/2019 20:40
3002,vdevice-host-name,dns,0.11,1/19/2019 20:40
3003,vdevice-host-name,https,2.87,1/19/2019 20:45
3007,vdevice-host-name,dns,0.27,1/19/2019 20:45
3011,vdevice-host-name,https,2.32,1/19/2019 20:50
3012,vdevice-host-name,dns,0.14,1/19/2019 20:50
3018,vdevice-host-name,https,2.89,1/19/2019 20:55
3022,vdevice-host-name,dns,0.06,1/19/2019 20:55
3025,vdevice-host-name,https,2.86,1/19/2019 21:00
3026,vdevice-host-name,dns,0.17,1/19/2019 21:00
3031,vdevice-host-name,https,3.4,1/19/2019 21:05
3033,vdevice-host-name,dns,0.13,1/19/2019 21:05
3039,vdevice-host-name,https,2.87,1/19/2019 21:10
3043,vdevice-host-name,dns,0.14,1/19/2019 21:10
3048,vdevice-host-name,dns,0.45,1/19/2019 21:15
3051,vdevice-host-name,https,2.88,1/19/2019 21:15
3054,vdevice-host-name,https,2.87,1/19/2019 21:20
3058,vdevice-host-name,dns,0.16,1/19/2019 21:20
3059,vdevice-host-name,dns,0.33,1/19/2019 21:25
3061,vdevice-host-name,https,2.88,1/19/2019 21:25
3068,vdevice-host-name,https,3.41,1/19/2019 21:30
3071,vdevice-host-name,dns,0.25,1/19/2019 21:30
3075,vdevice-host-name,dns,0.08,1/19/2019 21:35
3079,vdevice-host-name,https,2.86,1/19/2019 21:35
3083,vdevice-host-name,dns,0.05,1/19/2019 21:40
3086,vdevice-host-name,https,2.87,1/19/2019 21:40
3089,vdevice-host-name,dns,0.34,1/19/2019 21:45
3091,vdevice-host-name,https,3.43,1/19/2019 21:45
3099,vdevice-host-name,https,2.88,1/19/2019 21:50
3100,vdevice-host-name,dns,0.07,1/19/2019 21:50
3101,vdevice-host-name,dns,0.11,1/19/2019 21:55
3106,vdevice-host-name,https,2.87,1/19/2019 21:55
3111,vdevice-host-name,dns,0.1,1/19/2019 22:00
3114,vdevice-host-name,https,2.85,1/19/2019 22:00
3115,vdevice-host-name,https,2.88,1/19/2019 22:05
3118,vdevice-host-name,dns,0.06,1/19/2019 22:05
3123,vdevice-host-name,https,2.87,1/19/2019 22:10
3125,vdevice-host-name,dns,0.05,1/19/2019 22:10
3133,vdevice-host-name,dns,0.36,1/19/2019 22:15
3135,vdevice-host-name,https,3.41,1/19/2019 22:15
3138,vdevice-host-name,https,2.86,1/19/2019 22:20
3142,vdevice-host-name,dns,0.14,1/19/2019 22:20
3147,vdevice-host-name,dns,0.2,1/19/2019 22:25
3148,vdevice-host-name,https,2.87,1/19/2019 22:25
3150,vdevice-host-name,dns,0.19,1/19/2019 22:30
3152,vdevice-host-name,https,2.87,1/19/2019 22:30
3158,vdevice-host-name,dns,0.07,1/19/2019 22:35
3161,vdevice-host-name,https,2.87,1/19/2019 22:35
3165,vdevice-host-name,dns,0.12,1/19/2019 22:40
3169,vdevice-host-name,https,3.39,1/19/2019 22:40
3171,vdevice-host-name,https,2.87,1/19/2019 22:45
3172,vdevice-host-name,dns,0.29,1/19/2019 22:45
3179,vdevice-host-name,https,2.34,1/19/2019 22:50
3180,vdevice-host-name,dns,0.12,1/19/2019 22:50
3186,vdevice-host-name,dns,0.08,1/19/2019 22:55
3187,vdevice-host-name,https,2.87,1/19/2019 22:55
3192,vdevice-host-name,dns,0.1,1/19/2019 23:00
3193,vdevice-host-name,https,2.87,1/19/2019 23:00
3200,vdevice-host-name,dns,0.12,1/19/2019 23:05
3205,vdevice-host-name,https,3.43,1/19/2019 23:05
3210,vdevice-host-name,dns,0.05,1/19/2019 23:10
3212,vdevice-host-name,https,2.41,1/19/2019 23:10
3215,vdevice-host-name,dns,0.26,1/19/2019 23:15
3217,vdevice-host-name,https,3.31,1/19/2019 23:15
3221,vdevice-host-name,https,2.86,1/19/2019 23:20
3223,vdevice-host-name,dns,0.1,1/19/2019 23:20
3231,vdevice-host-name,dns,0.27,1/19/2019 23:25
3232,vdevice-host-name,https,2.83,1/19/2019 23:25
3236,vdevice-host-name,https,2.93,1/19/2019 23:30
3237,vdevice-host-name,dns,0.2,1/19/2019 23:30
3243,vdevice-host-name,dns,0.1,1/19/2019 23:35
3244,vdevice-host-name,https,2.41,1/19/2019 23:35
3249,vdevice-host-name,https,3.87,1/19/2019 23:40
3251,vdevice-host-name,dns,0.07,1/19/2019 23:40
3255,vdevice-host-name,https,2.85,1/19/2019 23:45
